Status,Filename,FolderA_Path,FolderA_Timestamp,FolderB_Path,FolderB_Timestamp
Exact Match,AI_Exam_Hours_and_Number_of_Questions.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\AI_Exam_Hours_and_Number_of_Questions.pdf,1623900630.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\AI_Exam_Hours_and_Number_of_Questions.pdf,1623900628.8032992
Exact Match,Appraiser-Exam-Info.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\Appraiser-Exam-Info.pdf,1622666248.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\Appraiser-Exam-Info.pdf,1622666247.4048674
Exact Match,AQBExaminationsContentOutline.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\AQBExaminationsContentOutline.pdf,1622680194.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\AQBExaminationsContentOutline.pdf,1622680193.1986394
Exact Match,Champion - Appraisal_Exam_Prep_4th_Edition.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\Champion - Appraisal_Exam_Prep_4th_Edition.pdf,1506998098.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\Champion - Appraisal_Exam_Prep_4th_Edition.pdf,1506998098.0
Exact Match,Cheat Sheet-Learning Appraisals.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\Cheat Sheet-Learning Appraisals.pdf,1624165684.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\Cheat Sheet-Learning Appraisals.pdf,1624165682.3798704
Exact Match,Cost IA Quiz.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\Cost IA Quiz.pdf,1627702544.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\Cost IA Quiz.pdf,1627702543.2581804
Exact Match,Defining-and-Supporting-Entrepreneurial-Profit-and-External-Obsolescence.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\Defining-and-Supporting-Entrepreneurial-Profit-and-External-Obsolescence.pdf,1502327856.0,\\?\D:\documents\Education\Professional\Appraisal\Courses\2019-06-16-Cost Approach\Defining-and-Supporting-Entrepreneurial-Profit-and-External-Obsolescence.pdf,1502327856.0
Exact Match,Focused Learning-Test 1 - General.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\Focused Learning-Test 1 - General.pdf,1630171598.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\Focused Learning-Test 1 - General.pdf,1630171596.4599633
Exact Match,Focused Learning-Test 2 - General.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\Focused Learning-Test 2 - General.pdf,1630171598.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\Focused Learning-Test 2 - General.pdf,1630171596.4939437
Exact Match,Focused Learning-Test 3 - General.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\Focused Learning-Test 3 - General.pdf,1630171598.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\Focused Learning-Test 3 - General.pdf,1630171596.4349775
Exact Match,Focused Learning-Test 4 - General.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\Focused Learning-Test 4 - General.pdf,1630171598.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\Focused Learning-Test 4 - General.pdf,1630171596.4459715
Exact Match,Geometry_Formulas_2D_3D_Perimeter_Area_Volume.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\Geometry_Formulas_2D_3D_Perimeter_Area_Volume.pdf,1629780194.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\Geometry_Formulas_2D_3D_Perimeter_Area_Volume.pdf,1629780192.884316
Exact Match,guidebook-comp.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\guidebook-comp.pdf,1622666200.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\guidebook-comp.pdf,1622666199.6829758
Exact Match,How_to_Use_this_Program.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\How_to_Use_this_Program.pdf,1623597026.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\How_to_Use_this_Program.pdf,1623597024.5683143
Exact Match,hp 12c Platinum_user's guide_English - Ray.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\hp 12c Platinum_user's guide_English - Ray.pdf,1231923000.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\hp 12c Platinum_user's guide_English - Ray.pdf,1231923000.0
Exact Match,hp12c-USER MANUAL-Lisa.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\hp12c-USER MANUAL-Lisa.pdf,1445532662.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\hp12c-USER MANUAL-Lisa.pdf,1445532662.0
Exact Match,Income IA Quiz.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\Income IA Quiz.pdf,1627643986.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\Income IA Quiz.pdf,1627643986.0
Exact Match,Keep Mckissock - Difference Narrative Explained.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\Keep Mckissock - Difference Narrative Explained.pdf,1503001302.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\Keep Mckissock - Difference Narrative Explained.pdf,1503001302.0
Exact Match,Measurements.docx,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\Measurements.docx,1626821480.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\Measurements.docx,1626821479.937137
Exact Match,Mkt Analysis IA Quiz.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\Mkt Analysis IA Quiz.pdf,1627666984.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\Mkt Analysis IA Quiz.pdf,1627666984.0
Exact Match,Preparing_for_the_Appraisal_Exam.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\Preparing_for_the_Appraisal_Exam.pdf,1622340420.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\Preparing_for_the_Appraisal_Exam.pdf,1622340419.843603
Exact Match,Property Desc IA Quiz.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\Property Desc IA Quiz.pdf,1627693540.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\Property Desc IA Quiz.pdf,1627693540.0
Exact Match,pythagorean theorem.jpg,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\pythagorean theorem.jpg,1629780614.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\pythagorean theorem.jpg,1629780612.7857132
Exact Match,Reconciliation IA Quiz.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\Reconciliation IA Quiz.pdf,1627949730.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\Reconciliation IA Quiz.pdf,1627949728.905816
Exact Match,SCA IA Quiz.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\SCA IA Quiz.pdf,1627702664.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\SCA IA Quiz.pdf,1627702662.0769644
Exact Match,Site Value IA Quiz.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\Site Value IA Quiz.pdf,1627695872.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\Site Value IA Quiz.pdf,1627695872.0
Exact Match,TALCB - Experience Evaluation lettr - Rials Tommy Ray.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\TALCB - Experience Evaluation lettr - Rials Tommy Ray.pdf,1623971910.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\TALCB - Experience Evaluation lettr - Rials Tommy Ray.pdf,1623971909.577813
Exact Match,Tommy Ray Rials Jr. - 1341648 - 1000109851 - PRTCIBAPP - 4917564.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\Tommy Ray Rials Jr. - 1341648 - 1000109851 - PRTCIBAPP - 4917564.pdf,1623971074.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\Tommy Ray Rials Jr. - 1341648 - 1000109851 - PRTCIBAPP - 4917564.pdf,1623971073.4751651
Exact Match,Tommy Ray Rials-Experience Affidavit 6.7.20_1(FINAL).pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\Tommy Ray Rials-Experience Affidavit 6.7.20_1(FINAL).pdf,1623895024.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\Tommy Ray Rials-Experience Affidavit 6.7.20_1(FINAL).pdf,1623895022.8338122
Exact Match,Tommy Ray Rials-Experience Affidavit 6.7.20_1.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\Tommy Ray Rials-Experience Affidavit 6.7.20_1.pdf,1623891090.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\Tommy Ray Rials-Experience Affidavit 6.7.20_1.pdf,1623891089.7513187
Exact Match,TX OCC CODE 1103.206 & 207,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\TX OCC CODE 1103.206 & 207,1624148176.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\TX OCC CODE 1103.206 & 207,1624148175.9942057
Exact Match,USPAP IA Quiz.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\USPAP IA Quiz.pdf,1627625600.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\USPAP IA Quiz.pdf,1627625598.7626488
Exact Match,UTD Transcript-34513710_eTranscript.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\UTD Transcript-34513710_eTranscript.pdf,1622352116.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\UTD Transcript-34513710_eTranscript.pdf,1622352115.0274868
Exact Match,AI Practice Exam Receipt.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\AI Practice Exam Receipt.pdf,1573164568.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\AI Practice Exam Receipt.pdf,1573164568.0
Exact Match,Chapter 1.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Chapter 1.pdf,1420661728.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Chapter 1.pdf,1420661728.0
Exact Match,Chapter 10.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Chapter 10.pdf,1422039956.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Chapter 10.pdf,1422039956.0
Exact Match,Chapter 11.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Chapter 11.pdf,1421272080.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Chapter 11.pdf,1421272080.0
Exact Match,Chapter 12.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Chapter 12.pdf,1422986142.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Chapter 12.pdf,1422986142.0
Exact Match,Chapter 13.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Chapter 13.pdf,1421438598.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Chapter 13.pdf,1421438598.0
Exact Match,Chapter 2.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Chapter 2.pdf,1420665468.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Chapter 2.pdf,1420665468.0
Exact Match,Chapter 3.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Chapter 3.pdf,1420731440.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Chapter 3.pdf,1420731440.0
Exact Match,Chapter 4.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Chapter 4.pdf,1420739246.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Chapter 4.pdf,1420739246.0
Exact Match,Chapter 5.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Chapter 5.pdf,1420830594.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Chapter 5.pdf,1420830594.0
Exact Match,Chapter 6.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Chapter 6.pdf,1421082692.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Chapter 6.pdf,1421082692.0
Exact Match,Chapter 7.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Chapter 7.pdf,1421164830.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Chapter 7.pdf,1421164830.0
Exact Match,Chapter 8.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Chapter 8.pdf,1421785260.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Chapter 8.pdf,1421785260.0
Exact Match,Chapter 9.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Chapter 9.pdf,1421183400.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Chapter 9.pdf,1421183400.0
Exact Match,Chpater 14.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Chpater 14.pdf,1421781268.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Chpater 14.pdf,1421781268.0
Exact Match,Anthony's Practice.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Anthony's Info\Anthony's Practice.pdf,1423664292.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Anthony's Info\Anthony's Practice.pdf,1423664292.0
Exact Match,Blank Practice Exam.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Anthony's Info\Blank Practice Exam.pdf,1423664222.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Anthony's Info\Blank Practice Exam.pdf,1423664222.0
Exact Match,certified_general_test_1 (2).pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Anthony's Info\certified_general_test_1 (2).pdf,1485373310.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Anthony's Info\certified_general_test_1 (2).pdf,1485373310.0
Exact Match,certified_general_test_2 (1).pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Anthony's Info\certified_general_test_2 (1).pdf,1485373310.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Anthony's Info\certified_general_test_2 (1).pdf,1485373310.0
Exact Match,certified_general_test_3.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Anthony's Info\certified_general_test_3.pdf,1485373310.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Anthony's Info\certified_general_test_3.pdf,1485373310.0
Exact Match,certified_general_test_4 (1).pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Anthony's Info\certified_general_test_4 (1).pdf,1485373310.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Anthony's Info\certified_general_test_4 (1).pdf,1485373310.0
Exact Match,Michael's Practice.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Anthony's Info\Michael's Practice.pdf,1423664332.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Anthony's Info\Michael's Practice.pdf,1423664332.0
Exact Match,Tanner's Practice.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Anthony's Info\Tanner's Practice.pdf,1423677996.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Anthony's Info\Tanner's Practice.pdf,1423677996.0
Exact Match,Chapter 1 - Influences on RE Value.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Anthony's Info\Chapters 1 - 4\Chapter 1 - Influences on RE Value.pdf,1423664464.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Anthony's Info\Chapters 1 - 4\Chapter 1 - Influences on RE Value.pdf,1423664464.0
Exact Match,Chapter 2.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Anthony's Info\Chapters 1 - 4\Chapter 2.pdf,1423664464.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Anthony's Info\Chapters 1 - 4\Chapter 2.pdf,1423664464.0
Exact Match,Chapter 3.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Anthony's Info\Chapters 1 - 4\Chapter 3.pdf,1423664464.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Anthony's Info\Chapters 1 - 4\Chapter 3.pdf,1423664464.0
Exact Match,Chapter 4.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Anthony's Info\Chapters 1 - 4\Chapter 4.pdf,1423664464.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Anthony's Info\Chapters 1 - 4\Chapter 4.pdf,1423664464.0
Exact Match,Chapter 12.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Anthony's Info\Chapters 12 - 14\Chapter 12.pdf,1423664688.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Anthony's Info\Chapters 12 - 14\Chapter 12.pdf,1423664688.0
Exact Match,Chapter 13.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Anthony's Info\Chapters 12 - 14\Chapter 13.pdf,1423664688.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Anthony's Info\Chapters 12 - 14\Chapter 13.pdf,1423664688.0
Exact Match,Chapter 14 - Appraisal Standards and Ethics.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Anthony's Info\Chapters 12 - 14\Chapter 14 - Appraisal Standards and Ethics.pdf,1423664688.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Anthony's Info\Chapters 12 - 14\Chapter 14 - Appraisal Standards and Ethics.pdf,1423664688.0
Exact Match,How_to_Use_this_Program.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Anthony's Info\Chapters 12 - 14\How_to_Use_this_Program.pdf,1423664688.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Anthony's Info\Chapters 12 - 14\How_to_Use_this_Program.pdf,1423664688.0
Exact Match,Chapter 5.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Anthony's Info\Chapters 5 - 6\Chapter 5.pdf,1423664566.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Anthony's Info\Chapters 5 - 6\Chapter 5.pdf,1423664566.0
Exact Match,Chapter 6.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Anthony's Info\Chapters 5 - 6\Chapter 6.pdf,1423664566.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Anthony's Info\Chapters 5 - 6\Chapter 6.pdf,1423664566.0
Exact Match,Chapter 10.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Anthony's Info\Chapters 8 - 11\Chapter 10.pdf,1423664634.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Anthony's Info\Chapters 8 - 11\Chapter 10.pdf,1423664634.0
Exact Match,Chapter 11.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Anthony's Info\Chapters 8 - 11\Chapter 11.pdf,1423664634.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Anthony's Info\Chapters 8 - 11\Chapter 11.pdf,1423664634.0
Exact Match,Chapter 8.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Anthony's Info\Chapters 8 - 11\Chapter 8.pdf,1423664634.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Anthony's Info\Chapters 8 - 11\Chapter 8.pdf,1423664634.0
Exact Match,Chapter 9.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Anthony's Info\Chapters 8 - 11\Chapter 9.pdf,1423664634.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Anthony's Info\Chapters 8 - 11\Chapter 9.pdf,1423664634.0
Exact Match,Chapter 1_ Real Estate Markets Questions 1-70 - AI Education.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Darrin Ruot Practice\Chapter 1_ Real Estate Markets Questions 1-70 - AI Education.pdf,1574151216.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Darrin Ruot Practice\Chapter 1_ Real Estate Markets Questions 1-70 - AI Education.pdf,1574151216.0
Exact Match,Chapter 1_ Real Estate Markets Questions 101-150 - AI Education.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Darrin Ruot Practice\Chapter 1_ Real Estate Markets Questions 101-150 - AI Education.pdf,1574226936.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Darrin Ruot Practice\Chapter 1_ Real Estate Markets Questions 101-150 - AI Education.pdf,1574226936.0
Exact Match,Chapter 1_ Real Estate Markets Questions 71-100 - AI Education.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Darrin Ruot Practice\Chapter 1_ Real Estate Markets Questions 71-100 - AI Education.pdf,1574152246.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Darrin Ruot Practice\Chapter 1_ Real Estate Markets Questions 71-100 - AI Education.pdf,1574152246.0
Exact Match,Chapter 3_ Land or Site Valuation - AI Education.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Darrin Ruot Practice\Chapter 3_ Land or Site Valuation - AI Education.pdf,1574149682.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Darrin Ruot Practice\Chapter 3_ Land or Site Valuation - AI Education.pdf,1574149682.0
Exact Match,Chapter 5_ The Cost Approach - AI Education.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Darrin Ruot Practice\Chapter 5_ The Cost Approach - AI Education.pdf,1574314058.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Darrin Ruot Practice\Chapter 5_ The Cost Approach - AI Education.pdf,1574314058.0
Exact Match,Chapter 6_ Income Capitalization Approach - AI Education.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Darrin Ruot Practice\Chapter 6_ Income Capitalization Approach - AI Education.pdf,1574310986.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Darrin Ruot Practice\Chapter 6_ Income Capitalization Approach - AI Education.pdf,1574310986.0
Exact Match,Chapter 7_ Reconciliation of Value - AI Education.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Darrin Ruot Practice\Chapter 7_ Reconciliation of Value - AI Education.pdf,1574149978.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Darrin Ruot Practice\Chapter 7_ Reconciliation of Value - AI Education.pdf,1574149978.0
Exact Match,Chapter 8_ USPAP - AI Education.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Darrin Ruot Practice\Chapter 8_ USPAP - AI Education.pdf,1574306780.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Darrin Ruot Practice\Chapter 8_ USPAP - AI Education.pdf,1574306780.0
Exact Match,TALCB Gen Cert Exam - AI Education Courses.zip,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\CBRE Stuff\Darrin Ruot Practice\TALCB Gen Cert Exam - AI Education Courses.zip,1594323614.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\CBRE Stuff\Darrin Ruot Practice\TALCB Gen Cert Exam - AI Education Courses.zip,1594323614.0
Exact Match,Cost_Self-Study-Pg 171.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\Johns Study\Cost_Self-Study-Pg 171.pdf,1629872692.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\Johns Study\Cost_Self-Study-Pg 171.pdf,1629872692.0
Exact Match,Final Exam Prep.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\Johns Study\Final Exam Prep.pdf,1629869508.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\Johns Study\Final Exam Prep.pdf,1629869508.0
Exact Match,Fudamentals_Self-Study-Pg 109.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\Johns Study\Fudamentals_Self-Study-Pg 109.pdf,1629870902.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\Johns Study\Fudamentals_Self-Study-Pg 109.pdf,1629870902.0
Exact Match,General Quiz-pg 41.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\Johns Study\General Quiz-pg 41.pdf,1629875196.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\Johns Study\General Quiz-pg 41.pdf,1629875196.0
Exact Match,HBU_Self-Study-Pg 108.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\Johns Study\HBU_Self-Study-Pg 108.pdf,1629872126.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\Johns Study\HBU_Self-Study-Pg 108.pdf,1629872126.0
Exact Match,IA 1 (Basics)_Self-Study-Pg 108.pdf,\\?\E:\0_My Stuff\Professional-Career\Appraisals\1-License Exam\Johns Study\IA 1 (Basics)_Self-Study-Pg 108.pdf,1629873122.0,\\?\D:\documents\Education\Professional\Appraisal\Designations\AQB\Johns Study\IA 1 (Basics)_Self-Study-Pg 108.pdf,1629873122.0
